iter	RMSE
512	28.83036431
513	28.82962858
514	28.82927864
515	28.82827025
516	28.82742641
517	28.82635845
518	28.82553317
519	28.82475777
520	28.82425408
521	28.82371255
522	28.82312851
523	28.81995493
524	28.81933272
525	28.81796438
526	28.81706497
527	28.81279844
528	28.81218604
529	28.80970103
530	28.80854818
531	28.80771157
532	28.80676975
533	28.80620083
534	28.80567718
535	28.80516771
536	28.80448069
537	28.80361916
538	28.80281959
539	28.8021694
540	28.79827136
541	28.79734639
542	28.79667032
543	28.7961207
544	28.79537435
545	28.79453612
546	28.79365156
547	28.79180966
548	28.79106461
549	28.79029986
550	28.78976681
551	28.78897592
552	28.78792602
553	28.78678419
554	28.78632568
555	28.78518767
556	28.78366624
557	28.78293394
558	28.78232468
559	28.77843996
560	28.77800599
561	28.77717861
562	28.77637426
563	28.77362555
564	28.77224592
565	28.77108271
566	28.77005927
567	28.76882848
568	28.76842555
569	28.76687838
570	28.76639075
571	28.76565825
572	28.76473056
573	28.76407291
574	28.7633341
575	28.76285305
576	28.76060095
577	28.75968214
578	28.75882949
579	28.75849681
580	28.75762944
581	28.75588059
582	28.75515261
583	28.75426981
584	28.75364684
585	28.75310501
586	28.75205498
587	28.75133868
588	28.75079674
589	28.7501984
590	28.74959202
591	28.74913179
592	28.73882596
593	28.73768511
594	28.73709592
595	28.73639041
596	28.73570102
597	28.73503606
598	28.73074104
599	28.73028905
600	28.7296998
601	28.72873717
602	28.72843177
603	28.72607405
604	28.72506564
605	28.72220304
606	28.72180512
607	28.72114783
608	28.72050885
609	28.72002321
610	28.71933641
611	28.71876171
612	28.7184517
613	28.71664693
614	28.71570451
615	28.7145035
616	28.71404216
617	28.71352523
618	28.7127653
619	28.71191902
620	28.71090166
621	28.71015934
622	28.70612135
623	28.70206404
624	28.70157799
625	28.69886372
626	28.69765338
627	28.69708029
628	28.69599628
629	28.6952975
630	28.69412601
631	28.69306604
632	28.69241702
633	28.69115239
634	28.68990378
635	28.68934364
636	28.68091025
637	28.68056112
638	28.67751091
639	28.67694468
640	28.67571822
641	28.67483111
642	28.67424481
643	28.67350995
644	28.6728422
645	28.67221489
646	28.6712171
647	28.67062624
648	28.67018974
649	28.66900293
650	28.66765297
651	28.66480184
652	28.66440239
653	28.65379718
654	28.65318465
655	28.65176702
656	28.65149723
657	28.64677841
658	28.64615641
659	28.64511837
660	28.64268189
661	28.64233
662	28.64165055
663	28.63848702
664	28.63484268
665	28.6340908
666	28.63351731
667	28.63285013
668	28.63185761
669	28.63112717
670	28.63059253
671	28.629144
672	28.6278018
673	28.6274079
674	28.62706966
675	28.62600638
676	28.6253563
677	28.62487232
678	28.62405738
679	28.62356555
680	28.62319597
681	28.62281904
682	28.62227871
683	28.62012049
684	28.61938583
685	28.61594861
686	28.61542189
687	28.61466493
688	28.61246966
689	28.61157372
690	28.61056544
691	28.60959625
692	28.60919912
693	28.60826809
694	28.60707164
695	28.60657361
696	28.60562779
697	28.60460569
698	28.60403285
699	28.60348129
700	28.60296743
701	28.60262498
702	28.60136337
703	28.60061846
704	28.59952992
705	28.59840621
706	28.59548823
707	28.59282822
708	28.59236808
709	28.59148248
710	28.59073352
711	28.58993411
712	28.5891518
713	28.58869177
714	28.58607132
715	28.5836029
716	28.58175048
717	28.58125107
718	28.58031032
719	28.57991058
720	28.57900261
721	28.57856579
722	28.57819134
723	28.57595932
724	28.57527122
725	28.57463062
726	28.57401328
727	28.57360251
728	28.57289674
729	28.57239273
730	28.57183758
731	28.57141288
732	28.57004796
733	28.56952732
734	28.56863494
735	28.56824915
736	28.56771577
737	28.56554008
738	28.56533303
739	28.56397461
740	28.56365072
741	28.56312795
742	28.56190869
743	28.56101225
744	28.56001177
745	28.55946276
746	28.55908179
747	28.55834714
748	28.55775802
749	28.55623038
750	28.55546928
751	28.55457482
752	28.55423698
753	28.55354414
754	28.55251586
755	28.55042132
756	28.54785484
757	28.54719439
758	28.54671055
759	28.54645392
760	28.54622541
761	28.54512811
762	28.54465451
763	28.53579234
764	28.53378972
765	28.53331223
766	28.53302067
767	28.53262071
768	28.53204171
769	28.52476108
770	28.52304091
771	28.52273023
772	28.52231023
773	28.52176863
774	28.52128713
775	28.51996908
776	28.51957313
777	28.51911987
778	28.51732213
779	28.51694187
780	28.51663738
781	28.51631875
782	28.51591963
783	28.51550413
784	28.51507535
785	28.51479433
786	28.51459972
787	28.51376827
788	28.5133237
789	28.51094242
790	28.51059944
791	28.51013342
792	28.50924108
793	28.50151111
794	28.50072967
795	28.50004075
796	28.49762984
797	28.49718516
798	28.4966794
799	28.49631977
800	28.49483862
801	28.49467074
802	28.49412022
803	28.49270886
804	28.49235608
805	28.49201616
806	28.49119003
807	28.49057061
808	28.49021976
809	28.48806973
810	28.48741535
811	28.48697868
812	28.48531555
813	28.48440705
814	28.48406124
815	28.48346355
816	28.48320835
817	28.48288443
818	28.48226995
819	28.48181555
820	28.48092141
821	28.48003664
822	28.47710125
823	28.4767187
824	28.47619988
825	28.47560568
826	28.47138799
827	28.47056556
828	28.46994438
829	28.46938706
830	28.46908597
831	28.46867471
832	28.46800808
833	28.46714607
834	28.46449609
835	28.46347345
836	28.46282151
837	28.46104428
838	28.46064241
839	28.45932964
840	28.45423219
841	28.45387825
842	28.45357071
843	28.45329327
844	28.4522172
845	28.45196093
846	28.45172408
847	28.45143435
848	28.45045092
849	28.44972091
850	28.4490775
851	28.4487927
852	28.4483224
853	28.44709262
854	28.44666511
855	28.44612435
856	28.4449216
857	28.44402918
858	28.44370563
859	28.44271882
860	28.44228388
861	28.44206938
862	28.44121796
863	28.44050933
864	28.43994962
865	28.4388008
866	28.43844637
867	28.43788514
868	28.43670774
869	28.43618288
870	28.43568827
871	28.43526312
872	28.4339561
873	28.43331459
874	28.43279148
875	28.43232141
876	28.43201966
877	28.43080171
878	28.4302235
879	28.42982651
880	28.429418
881	28.42910204
882	28.42760973
883	28.42719047
884	28.42663521
885	28.42621967
886	28.42582043
887	28.4255605
888	28.42510195
889	28.42308213
890	28.42265813
891	28.42219911
892	28.42189802
893	28.42159392
894	28.42146892
895	28.42125414
896	28.42089988
897	28.42031703
898	28.41970677
899	28.41616938
900	28.41488571
901	28.41366663
902	28.41186609
903	28.41144624
904	28.41077266
905	28.41044443
906	28.41010752
907	28.40941317
908	28.40902985
909	28.40841714
910	28.40794604
911	28.4075988
912	28.40696502
913	28.4066783
914	28.40616465
915	28.40541173
916	28.40492458
917	28.40427654
918	28.40226736
919	28.4018331
920	28.40149412
921	28.40069253
922	28.39978323
923	28.39935665
924	28.3984922
925	28.39811792
926	28.39774853
927	28.39742448
928	28.3969649
929	28.3965596
930	28.39512843
931	28.39411052
932	28.39377397
933	28.3933881
934	28.39301488
935	28.39254961
936	28.3911465
937	28.38996684
938	28.3892755
939	28.38805964
940	28.38710199
941	28.38687131
942	28.38641952
943	28.38614571
944	28.38578766
945	28.38384487
946	28.3832983
947	28.38250275
948	28.38195593
949	28.38164967
950	28.38081553
951	28.38017734
952	28.37969717
953	28.37866072
954	28.37825661
955	28.37789499
956	28.37764809
957	28.37718024
958	28.37684772
959	28.37660576
960	28.37492552
961	28.37433339
962	28.37121143
963	28.37052491
964	28.36953401
965	28.36922413
966	28.36846599
967	28.36820908
968	28.36772729
969	28.36673908
970	28.36576868
971	28.36536116
972	28.36492019
973	28.36460743
974	28.36405223
975	28.36379559
976	28.36253718
977	28.36216991
978	28.36147255
979	28.36062468
980	28.36019275
981	28.35222917
982	28.35176318
983	28.3511234
984	28.35003791
985	28.34964265
986	28.34906106
987	28.34834047
988	28.34813716
989	28.3477301
990	28.34742891
991	28.34695443
992	28.34675789
993	28.34653644
994	28.34460863
995	28.34425835
996	28.34240759
997	28.34220474
998	28.34189312
999	28.34128658
